Total runtime, ACCESS1-0_rcp45_r1i1p1, 0.9993616138669589, 1.5991597097870116e-43
Total runtime, ACCESS1-0_rcp85_r1i1p1, 0.9991111559644088, 1.9384984982066622e-41
Total runtime, CanESM2_rcp45_r1i1p1, 0.9991488602275431, 1.03421559453367e-41
Total runtime, CanESM2_rcp85_r1i1p1, 0.9995702237704924, 5.161415065062397e-46
Total runtime, CCSM4_rcp45_r2i1p1, 0.9984793404683177, 4.647560528417814e-38
Total runtime, CCSM4_rcp85_r2i1p1, 0.9989968848192593, 1.1188399119313034e-40
Total runtime, CNRM-CM5_rcp45_r1i1p1, 0.9992554281643532, 1.4877719509269517e-42
Total runtime, CNRM-CM5_rcp85_r1i1p1, 0.9995116256290827, 3.2923797304581624e-45
Total runtime, HadGEM2-ES_rcp45_r1i1p1, 0.999364742541755, 1.4892313687537972e-43
Total runtime, HadGEM2-ES_rcp85_r1i1p1, 0.9995575415453275, 7.868112251356217e-46
Total runtime, MPI-ESM-LR_rcp45_r3i1p1, 0.9978998565027266, 4.997822821750696e-36
Total runtime, MPI-ESM-LR_rcp85_r3i1p1, 0.9993165739077211, 4.296213882434917e-43
convolution_run runtime, ACCESS1-0_rcp45_r1i1p1, 0.9995591586346925, 7.461354438372612e-46
convolution_run runtime, ACCESS1-0_rcp85_r1i1p1, 0.999214312388028, 3.242660199189937e-42
convolution_run runtime, CanESM2_rcp45_r1i1p1, 0.9994703336813683, 1.0678599406607499e-44
convolution_run runtime, CanESM2_rcp85_r1i1p1, 0.9996551054924517, 2.1253867096860636e-47
convolution_run runtime, CCSM4_rcp45_r2i1p1, 0.9985311665999959, 2.811934909780265e-38
convolution_run runtime, CCSM4_rcp85_r2i1p1, 0.9991328174957067, 1.3556781431561452e-41
convolution_run runtime, CNRM-CM5_rcp45_r1i1p1, 0.9993368166707836, 2.7784403456696493e-43
convolution_run runtime, CNRM-CM5_rcp85_r1i1p1, 0.9995177002426419, 2.7460419763493594e-45
convolution_run runtime, HadGEM2-ES_rcp45_r1i1p1, 0.9995171747883262, 2.7897335426771822e-45
convolution_run runtime, HadGEM2-ES_rcp85_r1i1p1, 0.9995745796583766, 4.4527745951433526e-46
convolution_run runtime, MPI-ESM-LR_rcp45_r3i1p1, 0.9984077874919512, 9.048567196366476e-38
convolution_run runtime, MPI-ESM-LR_rcp85_r3i1p1, 0.9993628759500881, 1.5539367500576064e-43
